customer_ID,Contact_Last_Name,Contact_First_Name,City,State,Age,Marital_Status,Gender,Number_Of_Dependents,Risk_Score,total_asset,Retirement_asset,Engagement_Type,Frequency
49,Cunningham,Gray,Allentown,Pennsylvania,65,Single,Male,4,3.142857143,6208268.695,2741553.36,In Person,Daily
50,Faulkner,Jillian,Miami,Florida,65,Divorced,Male,4,3.666666667,2163692.284,1198912.83,Email,Daily
51,Hester,Leslie,Cleveland,Ohio,65,Divorced,Male,4,3,4076600.06,1829773.30,In Person,Yearly
52,Levine,Keith,Owensboro,Kentucky,65,Divorced,Male,4,3,2729281.724,942934.93,In Writing,Monthly
53,Luna,Nadine,Miami,Florida,65,Single,Male,4,3.625,4382816.911,1128953.40,In Writing,Daily
54,Mcclain,Haley,Orlando,Florida,65,Divorced,Male,4,3.285714286,2069201.316,619905.10,In Writing,Yearly
55,Mcconnell,Ruth,Racine,Wisconsin,65,Unknown,Male,4,3.666666667,5805805.928,2325793.18,In Person,Yearly
56,Meadows,Tatiana,Tampa,Florida,65,Unknown,Male,4,3.714285714,4568539.248,1444173.54,Phone,Quaterly
57,Morrison,Herman,New Haven,Connecticut,65,Single,Male,4,3.142857143,4625951.242,1441139.36,In Person,Monthly
58,Osborne,Desiree,Annapolis,Maryland,65,Single,Male,4,3,2849909.306,635807.20,In Writing,Quaterly
59,Page,Haviva,Vancouver,Washington,65,Married,Male,1,2.625,8163533.414,3893005.71,In Person,Quaterly
60,Pate,Evelyn,Kearney,Nebraska,65,Divorced,Male,1,3.625,3632283.304,1056583.22,Phone,Quaterly
61,Pollard,Brennan,Fresno,California,65,Divorced,Male,1,3,2274928.5,546712.19,Phone,Quaterly
62,Potter,Adam,Tallahassee,Florida,65,Married,Male,1,2.714285714,5470696.109,580084.38,Email,Daily
63,Vang,Nicole,Boston,Massachusetts,65,Divorced,Male,0,3.285714286,2711391.332,1197989.94,In Writing,Monthly
64,Villarreal,Camilla,Sacramento,California,65,Married,Male,0,2.666666667,5713618.685,1288690.79,In Writing,No Contact
65,Walters,Martin,Aurora,Illinois,65,Married,Male,0,2.714285714,7089740.611,3129462.84,Email,Yearly
66,Berger,Robert,Fort Wayne,Indiana,65,Single,Unknown,0,2.5,7449524.316,2721852.43,In Writing,Yearly
67,Harding,Hanae,Hartford,Connecticut,65,Single,Unknown,0,3.142857143,3493371.375,1305944.17,In Person,No Contact
68,Boyer,Declan,Orlando,Florida,65,Married,Male,3,2.714285714,7987153.574,3036703.99,No Contact,Daily
69,Chen,Shoshana,Sterling Heights,Michigan,65,Single,Male,3,3.125,6734414.326,3641125.74,In Writing,No Contact
70,Clark,Ivana,Newark,Delaware,65,Unknown,Male,3,3.142857143,4146815.504,2314100.26,No Contact,No Contact
71,Delacruz,Dante,San Francisco,California,65,Married,Female,3,2.833333333,12880936.97,4213916.93,In Person,No Contact
72,Franco,Sybill,Toledo,Ohio,65,Married,Female,1,2.833333333,10199133.55,914980.44,No Contact,Quaterly
73,Hewitt,John,Jacksonville,Florida,65,Married,Female,1,2.833333333,7878403.166,366034.41,Email,Quaterly
74,Howe,Amena,Toledo,Ohio,65,Married,Female,1,2.833333333,7695940.45,2057256.86,Phone,Daily
75,Huber,Selma,Naperville,Illinois,65,Married,Female,1,2.833333333,11936077.92,6973549.69,Phone,Daily
76,Johnston,Paki,Lexington,Kentucky,65,Single,Female,1,2.2,7916027.184,2978382.14,No Contact,Monthly
77,May,Brielle,Jacksonville,Florida,65,Unknown,Female,1,2.857142857,10036346.89,2330793.50,Phone,Yearly
78,Mayo,Sloane,Rockford,Illinois,65,Married,Female,1,2.833333333,6506969.414,191510.09,In Writing,Yearly
79,Mcintosh,Ingrid,Tampa,Florida,65,Married,Female,1,2.833333333,6168418.214,1556232.54,In Writing,Yearly
80,Mooney,Wilma,Miami,Florida,65,Married,Female,1,2.833333333,5163717.125,785715.09,Phone,Quaterly
81,Richmond,Zane,Annapolis,Maryland,65,Married,Female,1,2.833333333,10592787.07,3226252.72,No Contact,Monthly
82,Stokes,Rama,Harrisburg,Pennsylvania,65,Married,Female,1,2.833333333,9366455.218,5256719.77,In Person,Yearly
83,Summers,Bianca,Tucson,Arizona,65,Married,Female,1,2.833333333,12299815.57,6186471.03,Email,No Contact
84,Velasquez,Tate,Colorado Springs,Colorado,65,Unknown,Female,1,2,5356976.04,1113035.04,Email,No Contact
85,Warner,Madison,Newark,Delaware,65,Unknown,Female,1,2.8,13366679.2,6046576.22,In Person,Monthly
86,Warner,Laith,Hartford,Connecticut,65,Married,Female,1,2.833333333,14152294.17,4547860.01,In Person,Quaterly
87,Baxter,Rigel,Miami,Florida,65,Married,Male,1,3.5,5286354.778,354676.61,Email,Daily
88,Beard,Holly,Gaithersburg,Maryland,65,Divorced,Male,1,3.2,2296051.94,143390.21,Email,Quaterly
89,Byers,Darius,Rockville,Maryland,65,Divorced,Male,1,3.125,3585519.6,1698409.65,Email,Yearly
90,Carr,Aaron,Bridgeport,Connecticut,65,Divorced,Male,1,3.666666667,2088858.824,933837.84,In Person,Yearly
91,Chambers,Cooper,Austin,Texas,65,Married,Male,1,3.428571429,5301201.36,1740357.47,Phone,Quaterly
92,Cross,Maxine,Tampa,Florida,65,Single,Male,1,3.125,4316060.642,1483187.85,Email,Quaterly
93,Donaldson,Otto,Joliet,Illinois,65,Single,Male,1,3,4418952.689,1736518.87,Phone,Quaterly
94,Duran,Tanner,Huntsville,Alabama,65,Divorced,Male,1,3.5,2415423.608,503711.10,Email,Yearly
95,Ewing,Kennedy,Chesapeake,Virginia,65,Married,Male,1,2.625,5979074.275,834988.38,Email,Quaterly
96,Holder,Marcia,Bloomington,Minnesota,65,Divorced,Male,3,3.714285714,2204473.596,552608.58,Email,Monthly
97,Holloway,Lars,Seattle,Washington,65,Divorced,Male,3,3.142857143,3970131.464,1558036.27,In Person,Quaterly
98,Jennings,Ora,Boston,Massachusetts,65,Married,Male,3,2.571428571,8321238.557,4334766.26,No Contact,Yearly
99,Neal,Yoshi,Richmond,Virginia,65,Divorced,Male,3,3.375,1959395.36,462479.26,In Writing,Quaterly
100,Phillips,Leslie,Norfolk,Virginia,65,Unknown,Male,3,3.125,6671289.144,3266898.34,In Writing,Yearly
101,Richardson,Nerea,Baltimore,Maryland,65,Single,Male,3,2.857142857,6818733.698,1936699.32,No Contact,Quaterly
102,Sampson,Rose,Akron,Ohio,65,Single,Male,3,2.571428571,4155096.91,1772351.19,No Contact,No Contact
103,Tillman,Dolan,Boston,Massachusetts,65,Married,Male,3,3.166666667,6165942.806,2815976.22,In Writing,Monthly
104,Velasquez,Marcia,Fresno,California,65,Single,Male,3,3.142857143,4183061.033,321753.37,Email,Quaterly
105,Weber,Hedwig,Rockville,Maryland,65,Divorced,Male,3,3,2134681.744,1127312.99,In Person,Quaterly
106,Ashley,Kuame,Great Falls,Montana,65,Married,Unknown,3,2.833333333,6966267.984,3324335.66,Phone,Daily
107,Coleman,Destiny,Augusta,Georgia,65,Married,Unknown,3,2.833333333,6653907.936,321041.76,In Person,Monthly
108,Hebert,Lana,Juneau,Alaska,65,Single,Unknown,3,3.166666667,5333785.002,1752956.24,In Person,Quaterly
109,Jackson,Neve,Boston,Massachusetts,65,Single,Unknown,3,2.833333333,7188859.548,2874431.66,Email,No Contact
110,Joyner,Eaton,Harrisburg,Pennsylvania,65,Single,Unknown,3,2.571428571,3695477.76,924030.90,Phone,Monthly
111,Lynch,Wyatt,San Diego,California,65,Married,Unknown,3,2.833333333,9615736.26,4244310.72,No Contact,Monthly
112,Ryan,Robert,Miami,Florida,65,Single,Unknown,3,3.2,5778502.002,1621633.57,Phone,Daily
113,Barr,Brynne,Baltimore,Maryland,65,Unknown,Male,2,3.571428571,6850058.28,2627228.45,Phone,Yearly
114,Brooks,Brittany,Columbia,Maryland,65,Married,Male,2,2.375,8947587.792,4887767.04,No Contact,Monthly
115,Carlson,Maxine,Duluth,Minnesota,65,Married,Male,2,2.428571429,7392368.63,427914.74,No Contact,Yearly
116,Duke,Levi,Philadelphia,Pennsylvania,65,Married,Female,2,2.833333333,11497907.49,5365486.71,Email,No Contact
117,Goodwin,Genevieve,Auburn,Maine,65,Married,Female,2,2.833333333,12625387.26,3843998.50,In Person,Yearly
118,Graham,Emerson,Tampa,Florida,65,Married,Female,2,2.833333333,12050833.77,2783551.68,In Writing,Quaterly
119,Horton,Fleur,New Haven,Connecticut,65,Married,Female,2,2.833333333,11188750.25,3740292.69,In Person,Monthly
120,Hunt,Tasha,Jacksonville,Florida,65,Unknown,Female,2,2.571428571,11837585.14,5856710.50,Phone,Yearly
121,Jarvis,Colby,Tacoma,Washington,65,Unknown,Female,2,3.166666667,9583939.248,1049300.93,In Writing,No Contact
122,Obrien,Ulric,Duluth,Minnesota,65,Unknown,Female,2,2.857142857,6836956.932,110092.94,In Writing,Quaterly
123,Stafford,Nola,Orlando,Florida,65,Unknown,Female,2,2.6,5923041.852,2100294.14,In Writing,No Contact
124,Velazquez,Drew,Newport News,Virginia,65,Unknown,Female,2,2.833333333,11786326.34,4557927.50,Email,Monthly
125,Wells,Ira,Lawton,Oklahoma,65,Married,Female,2,2.833333333,8861782.925,4274918.67,In Person,Quaterly
126,Ayala,Ray,Sacramento,California,65,Single,Male,2,3,7119040.313,3613317.55,In Person,Quaterly
127,Barker,Ira,Tallahassee,Florida,65,Married,Male,2,2.857142857,3232373.914,761421.77,In Person,No Contact
128,Barron,Denise,St. Petersburg,Florida,65,Divorced,Male,2,2.875,3994042.156,812407.86,No Contact,Quaterly
129,Boyer,Taylor,Baltimore,Maryland,65,Divorced,Male,2,3.125,3874749.84,1298199.14,No Contact,No Contact
130,Daniel,Lois,Gaithersburg,Maryland,65,Divorced,Male,2,2.75,1608316.892,87563.22,Phone,Yearly
131,English,Nola,Reno,Nevada,65,Divorced,Male,2,3,2616605.888,1165058.54,Email,Monthly
132,Fitzpatrick,Francesca,Erie,Pennsylvania,65,Married,Male,2,3.142857143,5574239.549,822447.97,In Person,Yearly
133,Foley,Hilary,San Jose,California,65,Married,Male,2,2.75,8613690.01,3599674.29,No Contact,Yearly
134,Freeman,Iliana,Columbia,Maryland,65,Divorced,Male,2,3,2498413.944,1533404.70,In Writing,No Contact
135,Gill,Leilani,Salem,Oregon,65,Unknown,Male,2,2.833333333,6658446.496,1404547.04,Phone,Monthly
136,Griffith,Samantha,Cleveland,Ohio,65,Married,Male,2,2.666666667,6347921.424,2118660.71,No Contact,Quaterly
137,Hardin,Ira,Lexington,Kentucky,65,Married,Male,2,2.75,10531314.02,4641635.48,Phone,Quaterly
138,Hewitt,Calista,Hillsboro,Oregon,65,Unknown,Male,2,2.875,5193698.224,1666481.02,In Writing,Daily
139,Hicks,Rhonda,Newport News,Virginia,65,Unknown,Male,2,3.857142857,4533545.016,1398392.32,In Writing,Monthly
140,Lambert,Lunea,Athens,Georgia,65,Divorced,Male,2,3.125,2489367.244,1419289.66,No Contact,Yearly
141,Lang,Gwendolyn,Eugene,Oregon,65,Married,Male,2,2.428571429,9465424.176,2826108.48,Email,Yearly
142,Marquez,Caryn,Chesapeake,Virginia,65,Divorced,Male,2,3.166666667,3349202.22,1244838.40,In Person,Daily
143,Middleton,Arsenio,San Antonio,Texas,65,Divorced,Male,2,3.142857143,3633143.696,1437053.49,No Contact,No Contact
144,Nieves,Aubrey,Stamford,Connecticut,65,Married,Male,2,3.166666667,6995172.163,2910540.17,Phone,Monthly
145,Pennington,Madaline,Springfield,Massachusetts,65,Divorced,Male,2,2.75,2747958.2,1058872.05,No Contact,Monthly
146,Richmond,Erin,Gaithersburg,Maryland,65,Divorced,Male,2,3.285714286,2023978.268,539675.34,No Contact,No Contact
147,Robinson,Oscar,New Haven,Connecticut,65,Married,Male,2,3,8800388.938,3388785.75,Phone,Quaterly
148,Rose,Kiara,Dallas,Texas,65,Divorced,Male,2,3.833333333,3031520.96,1815245.12,In Person,Quaterly
149,Walters,Octavius,Cheyenne,Wyoming,65,Divorced,Male,2,4,3743935.572,1797741.50,Phone,Yearly
150,Valdez,Risa,Austin,Texas,65,Married,Unknown,2,2.833333333,7277943.192,3506521.82,No Contact,No Contact
151,Witt,Tasha,Miami,Florida,65,Married,Unknown,2,2.833333333,7758368.436,303370.70,Email,No Contact
152,Barry,Emerson,Owensboro,Kentucky,65,Unknown,Male,1,3,5761413.008,1862652.06,Phone,Quaterly
153,Campbell,Oren,Worcester,Massachusetts,65,Married,Male,1,3.5,8798108.467,1899647.19,Phone,Yearly
154,Chan,Kamal,Sacramento,California,65,Married,Male,1,3.333333333,7321724.218,1439904.96,Phone,Yearly
155,Daugherty,Jacqueline,Miami,Florida,65,Married,Female,1,2.833333333,6933766.882,1225706.98,In Person,Quaterly
156,Ferrell,Maite,San Jose,California,65,Married,Female,1,2.833333333,7717990.176,2880096.71,In Person,Yearly
157,Leach,John,Rockford,Illinois,65,Married,Female,0,2.833333333,9644467.061,3235597.00,In Person,Daily
158,Mann,Lunea,Georgia,Georgia,65,Married,Female,0,2.833333333,6276753.475,2206480.72,No Contact,Quaterly
159,Monroe,Donna,Jacksonville,Florida,65,Married,Female,0,2.833333333,15103646.81,6156703.99,No Contact,Daily
160,Morris,Kirsten,St. Petersburg,Florida,65,Married,Female,0,2.833333333,13565058.81,5115050.55,Phone,No Contact
161,Pennington,Heidi,Orlando,Florida,65,Married,Female,0,2.833333333,2999391.782,1199617.29,In Writing,Monthly
162,Price,Lee,Los Angeles,California,65,Married,Female,0,2.833333333,7909766.28,55775.87,Phone,Daily
163,Shepherd,Petra,Miami,Florida,65,Unknown,Female,0,2.857142857,11078779.14,4558435.44,No Contact,No Contact
164,Vaughan,Lev,Seattle,Washington,65,Married,Female,0,2.833333333,12778419.7,6761748.61,No Contact,No Contact
165,Walters,Kay,San Diego,California,65,Unknown,Female,0,2.833333333,12143979.28,6033223.87,No Contact,Yearly
166,Alexander,Heidi,Gaithersburg,Maryland,65,Unknown,Male,0,3.4,6221755.696,2506136.26,In Person,Quaterly
167,Anthony,Tyrone,Bellevue,Washington,65,Divorced,Male,0,3.166666667,4145224.876,2071883.22,Phone,No Contact
168,Ayers,Silas,Orlando,Florida,65,Single,Male,0,3,5588862.178,2229164.50,No Contact,Quaterly
169,Bird,Camille,San Jose,California,65,Married,Male,0,2.5,3271828.685,1381694.25,Phone,No Contact
170,Bishop,Francesca,Springfield,Massachusetts,65,Unknown,Male,0,3.142857143,10747031.88,4085595.90,In Writing,Quaterly
171,Blankenship,Garth,Erie,Pennsylvania,65,Single,Male,0,2.625,7668457.524,3431768.00,Email,Daily
172,Bradford,Tamara,Laramie,Wyoming,65,Divorced,Male,0,3.142857143,2231589.412,461915.17,No Contact,Monthly
173,Ellison,Lacy,Cambridge,Massachusetts,65,Married,Male,0,3.333333333,4857189.792,2447195.71,No Contact,No Contact
174,Harding,Savannah,Boston,Massachusetts,65,Unknown,Male,0,2.875,4967296.776,977977.31,No Contact,Quaterly
175,Hart,Lenore,Allentown,Pennsylvania,65,Single,Male,0,4,6604482.456,1245088.54,Phone,No Contact
176,Hendricks,Phillip,Orlando,Florida,65,Married,Male,0,3.142857143,6974974.406,4100089.34,In Writing,Monthly
177,Hess,Jin,Chattanooga,Tennessee,65,Married,Male,0,2.5,6074592.451,1498581.93,In Person,Quaterly
178,Hines,Paki,Las Vegas,Nevada,65,Single,Male,0,3.375,5599802.146,3668025.25,In Person,No Contact
179,Hines,Haley,Worcester,Massachusetts,65,Divorced,Male,0,3,3389971.104,620870.02,In Person,Yearly
180,Hood,Brock,Carson City,Nevada,65,Married,Male,0,2.666666667,8280719.366,3501378.82,Email,Daily
181,Juarez,Colette,Birmingham,Alabama,65,Divorced,Male,0,3.25,3708613.74,1400639.76,In Writing,Quaterly
182,Lamb,Gay,Rockville,Maryland,65,Married,Male,0,2.5,4792904.189,1850445.04,Phone,No Contact
183,Mccall,Jena,Columbus,Georgia,65,Married,Male,0,2.857142857,5521142.89,1462368.46,In Writing,Quaterly
184,Mcintosh,Rafael,Phoenix,Arizona,65,Divorced,Male,0,3.142857143,3131883.612,1430658.74,Email,Yearly
185,Mercado,Tarik,Overland Park,Kansas,65,Married,Male,1,2.714285714,3305311.526,1379735.39,No Contact,Daily
186,Mills,Rajah,Davenport,Iowa,65,Divorced,Male,1,3.142857143,2131182.456,574003.46,In Person,Daily
187,Moon,Ciara,Gresham,Oregon,65,Married,Male,1,2.625,6158968.858,1524257.28,Phone,Monthly
188,Oconnor,Isaiah,Broken Arrow,Oklahoma,65,Married,Male,1,3,6307694.39,1839450.16,No Contact,No Contact
189,Pate,Kaseem,Billings,Montana,65,Divorced,Male,1,3.125,2435374.968,686302.45,Email,No Contact
190,Santana,Brianna,Sacramento,California,65,Unknown,Male,1,2.714285714,5843756.672,3054826.11,Phone,Quaterly
191,Shelton,Ariel,Sacramento,California,65,Unknown,Male,1,2.5,5104855.392,628548.96,In Writing,Daily
192,Turner,Charissa,Worcester,Massachusetts,65,Single,Male,1,3.142857143,5779565.251,1581467.85,Phone,Monthly
193,Wong,Brian,San Francisco,California,65,Unknown,Male,1,4.166666667,7434135.592,3275602.30,In Person,Monthly
194,Young,Fiona,Boston,Massachusetts,65,Single,Male,1,3.142857143,4352426.021,1258594.65,Phone,Quaterly
195,Gutierrez,Darryl,Tallahassee,Florida,65,Single,Unknown,1,2.833333333,5942452.23,3201062.90,In Writing,Daily
196,Kennedy,Kuame,Wilmington,Delaware,65,Married,Unknown,1,2.833333333,9252092.148,3370562.83,In Person,Quaterly
197,Black,Zeph,Los Angeles,California,65,Married,Male,0,2.857142857,7863612.682,2233763.75,Phone,Quaterly
198,Brown,Quynn,San Jose,California,65,Married,Male,0,3.166666667,9429831.216,3931497.02,Email,Quaterly
199,Bryant,Kaye,Saint Paul,Minnesota,65,Unknown,Male,0,2.875,3511331.616,398864.13,No Contact,Quaterly
200,Douglas,Maya,Tampa,Florida,65,Unknown,Female,0,2.2,6991152.636,243396.82,No Contact,No Contact
201,Fuentes,Olympia,Phoenix,Arizona,65,Single,Female,0,2.428571429,5322376.566,2463983.50,In Person,Daily
202,Gallegos,Abraham,Auburn,Maine,65,Married,Female,0,2.833333333,12323239.53,5596255.64,In Person,Quaterly
203,Guerra,Shellie,Virginia Beach,Virginia,65,Married,Female,0,2.833333333,12879335.29,3517418.36,In Writing,Yearly
204,Horne,Chaim,Wilmington,Delaware,65,Married,Female,0,2.833333333,11282737.19,4640909.64,Email,Quaterly
205,Lloyd,Barrett,Flint,Michigan,65,Married,Female,0,2.833333333,6953157.432,411743.40,In Person,Yearly
206,Lynn,Molly,Owensboro,Kentucky,65,Married,Female,0,2.833333333,14536510.37,6576000.54,No Contact,Monthly
207,Moreno,Kelly,New Haven,Connecticut,65,Married,Female,0,2.833333333,11807496.6,5234641.40,In Writing,No Contact
208,Norton,Sawyer,Annapolis,Maryland,65,Unknown,Female,0,2.833333333,6569999.748,3701492.50,No Contact,Daily
209,Pearson,Signe,Springfield,Massachusetts,65,Unknown,Female,0,2.857142857,7583771.364,2878347.89,In Writing,No Contact
210,Randolph,Adam,Richmond,Virginia,65,Married,Female,0,2.833333333,7023640.104,1375577.05,No Contact,Daily
211,Santos,Blake,Cambridge,Massachusetts,65,Unknown,Female,0,2.857142857,11862508.94,4618071.74,No Contact,Quaterly
212,Snyder,Zoe,Worcester,Massachusetts,65,Married,Female,0,2.833333333,12637253.12,7476418.31,Email,No Contact
213,Trujillo,Hayfa,San Jose,California,65,Married,Female,0,2.833333333,13966336.99,4692221.16,Phone,Quaterly
214,Wyatt,Chaim,Saint Paul,Minnesota,65,Married,Female,0,2.833333333,12266899.26,5673471.90,No Contact,Monthly
215,Barrett,Allegra,Reno,Nevada,65,Married,Male,0,2.428571429,9725374.589,3370432.17,Phone,Yearly
216,Cardenas,Darryl,St. Petersburg,Florida,65,Married,Male,0,2.833333333,7116274.339,1288112.72,In Person,Yearly
217,Carver,Carla,Lowell,Massachusetts,65,Single,Male,0,3,8170134.617,3165830.55,In Person,Daily
218,Cleveland,Kennan,Worcester,Massachusetts,65,Unknown,Male,0,3,4487121.288,1107648.26,Email,Quaterly
219,Harrell,Dakota,Spokane,Washington,65,Unknown,Male,0,3.142857143,4838440.152,3721395.81,Email,Daily
220,Jimenez,Unity,Columbus,Ohio,65,Single,Male,0,3.5,3313123.164,342802.51,In Person,Daily
221,Mcclain,Hannah,New Haven,Connecticut,65,Married,Male,0,2.571428571,5510109.821,2632939.05,Email,No Contact
222,Mcconnell,Brady,Covington,Kentucky,65,Single,Male,0,3.333333333,3693064.939,2593653.00,In Writing,Yearly
223,Molina,Halee,Lafayette,Louisiana,65,Divorced,Male,0,3.625,3916402.88,1588928.43,Phone,No Contact
224,Ortega,Ivana,Grand Rapids,Michigan,65,Single,Male,0,2.142857143,5176599.012,3523973.73,No Contact,Yearly
225,Rios,Logan,Evansville,Indiana,65,Single,Male,0,3,5749229.772,1514513.52,No Contact,Daily
226,Rose,Edward,Newport News,Virginia,65,Single,Male,0,3.833333333,4708040.875,591873.24,Email,No Contact
227,Sandoval,Hiram,Erie,Pennsylvania,65,Divorced,Male,0,3.166666667,3654962.22,1358802.64,Email,Yearly
228,Thornton,Aretha,Jacksonville,Florida,65,Single,Male,0,3.125,2922941.923,239717.09,In Person,Monthly
229,Vega,Blaze,Saint Paul,Minnesota,65,Divorced,Male,0,3.428571429,3030294.332,1143006.59,In Person,No Contact
230,Albert,Caleb,Harrisburg,Pennsylvania,65,Single,Unknown,0,2.857142857,4484404.08,1658217.13,No Contact,Monthly
231,West,Sebastian,Worcester,Massachusetts,65,Single,Unknown,0,2.5,10673659.15,4002576.08,In Writing,No Contact
232,Clarke,Emi,Columbia,Maryland,65,Unknown,Male,0,2.857142857,7927981.776,2633227.58,In Writing,Yearly
233,Figueroa,Prescott,Bridgeport,Connecticut,65,Married,Female,0,2.833333333,13767689.52,6411412.80,No Contact,No Contact
